SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
25171,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,07-06-2018 08:30,8.89
25172,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,08-06-2018 08:30,21.59
25173,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,09-06-2018 08:30,25.9
25174,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,10-06-2018 08:30,27.43
25175,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,11-06-2018 08:30,28.44
25176,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,12-06-2018 08:30,30.48
25177,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,13-06-2018 08:30,40.64
25178,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,14-06-2018 08:30,8.89
25179,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,17-06-2018 08:30,6.35
25180,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,22-06-2018 08:30,10.16
25181,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,23-06-2018 08:30,7.11
25182,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,25-06-2018 08:30,6.6
25183,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-06-2018 08:30,5.08
25184,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,28-06-2018 08:30,6.35
25185,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,29-06-2018 08:30,4.82
25186,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,01-07-2018 08:30,19.3
25187,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,02-07-2018 08:30,22.35
25188,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,03-07-2018 08:30,31.75
25189,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,04-07-2018 08:30,39.62
25190,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,05-07-2018 08:30,14.47
25191,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,06-07-2018 08:30,37.33
25192,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,12-07-2018 08:30,23.36
25193,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,13-07-2018 08:30,11.93
25194,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,18-07-2018 08:30,74.93
25195,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,25-07-2018 08:30,7.62
25196,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-07-2018 08:30,13.71
25197,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,31-07-2018 08:30,55.37
25198,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,01-08-2018 08:30,47.75
25199,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,02-08-2018 08:30,13.46
25200,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,03-08-2018 08:30,38.1
25201,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,05-08-2018 08:30,43.68
25202,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,06-08-2018 08:30,3.04
25203,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,07-08-2018 08:30,8.12
25204,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,08-08-2018 08:30,7.62
25205,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,13-08-2018 08:30,13.97
25206,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,14-08-2018 08:30,41.91
25207,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,16-08-2018 08:30,35.56
25208,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,23-08-2018 08:30,8.89
25209,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,24-08-2018 08:30,99.56
25210,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-08-2018 08:30,7.11
25211,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,27-08-2018 08:30,5.58
25212,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,29-08-2018 08:30,44.45
25213,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,02-09-2018 08:30,18.28
25214,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,06-09-2018 08:30,8.63
25215,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,07-09-2018 08:30,7.11
25216,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,09-09-2018 08:30,381
25217,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,10-09-2018 08:30,5.58
25218,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,11-09-2018 08:30,64.51
25219,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,12-09-2018 08:30,105.15
25220,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,13-09-2018 08:30,13.97
25221,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,14-09-2018 08:30,34.54
25222,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,15-09-2018 08:30,29.97
25223,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,20-09-2018 08:30,5.84
25224,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,21-09-2018 08:30,11.43
25225,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,25-09-2018 08:30,72.89
25226,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-09-2018 08:30,103.63
25227,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,28-09-2018 08:30,47.75
25228,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,29-09-2018 08:30,15.24
25229,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,30-09-2018 08:30,43.18
25230,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,02-10-2018 08:30,8.89
25231,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,03-10-2018 08:30,26.16
25232,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,09-10-2018 08:30,3.81
25233,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,12-10-2018 08:30,5.58
25234,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,15-10-2018 08:30,18.54
25235,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,06-11-2018 08:30,7.62
25236,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,18-12-2018 08:30,9.39
25237,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,30-01-2019 08:30,4.06
25238,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,17-02-2019 08:30,7.62
25239,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,27-02-2019 08:30,8.89
25240,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,28-02-2019 08:30,11.43
25241,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,01-03-2019 08:30,6.35
25242,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,05-03-2019 08:30,5.08
25243,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,23-03-2019 08:30,4.31
25244,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,30-03-2019 08:30,3.81
25245,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,31-03-2019 08:30,11.93
25246,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,01-04-2019 08:30,34.79
25247,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,02-04-2019 08:30,18.28
25248,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,05-04-2019 08:30,38.1
25249,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,16-04-2019 08:30,46.22
25250,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,17-04-2019 08:30,53.34
25251,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,21-04-2019 08:30,10.16
25252,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,28-04-2019 08:30,22.35
25253,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,29-04-2019 08:30,11.68
25254,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,30-04-2019 08:30,17.27
25255,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,01-05-2019 08:30,24.13
25256,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,02-05-2019 08:30,57.4
25257,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,03-05-2019 08:30,41.91
25258,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,04-05-2019 08:30,33.52
25259,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,05-05-2019 08:30,33.52
25260,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,06-05-2019 08:30,45.21
25261,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,07-05-2019 08:30,25.9
25262,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,08-05-2019 08:30,32.51
25263,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,11-05-2019 08:30,48.26
25264,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,12-05-2019 08:30,16.25
25265,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,13-05-2019 08:30,9.9
25266,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,14-05-2019 08:30,29.97
25267,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,15-05-2019 08:30,48.26
25268,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,17-05-2019 08:30,25.9
25269,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,19-05-2019 08:30,34.79
25270,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,20-05-2019 08:30,4.31
25271,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,21-05-2019 08:30,8.89
25272,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,23-05-2019 08:30,23.87
25273,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,25-05-2019 08:30,41.4
25274,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-05-2019 08:30,46.99
25275,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,27-05-2019 08:30,24.13
25276,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,28-05-2019 08:30,19.05
25277,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,29-05-2019 08:30,7.62
25278,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,30-05-2019 08:30,27.94
25279,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,31-05-2019 08:30,11.43
25280,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,08-06-2019 08:30,160.52
25281,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,11-06-2019 08:30,33.78
25282,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,16-06-2019 08:30,33.02
25283,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,17-06-2019 08:30,8.12
25284,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,18-06-2019 08:30,16.51
25285,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,22-06-2019 08:30,25.9
25286,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-06-2019 08:30,145.28
25287,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,27-06-2019 08:30,4.31
25288,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,28-06-2019 08:30,49.02
25289,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,29-06-2019 08:30,227.07
25290,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,06-07-2019 08:30,79.24
25291,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,07-07-2019 08:30,56.64
25292,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,08-07-2019 08:30,40.64
25293,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,09-07-2019 08:30,90.17
25294,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,10-07-2019 08:30,121.41
25295,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,11-07-2019 08:30,30.48
25296,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,12-07-2019 08:30,23.36
25297,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,13-07-2019 08:30,145.54
25298,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,14-07-2019 08:30,161.03
25299,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,15-07-2019 08:30,180.84
25300,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,16-07-2019 08:30,19.55
25301,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,17-07-2019 08:30,38.6
25302,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,21-07-2019 08:30,9.9
25303,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,22-07-2019 08:30,38.1
25304,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,23-07-2019 08:30,57.91
25305,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,24-07-2019 08:30,105.41
25306,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-07-2019 08:30,5.08
25307,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,27-07-2019 08:30,30.98
25308,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,08-08-2019 08:30,7.62
25309,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,14-08-2019 08:30,8.63
25310,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,16-08-2019 08:30,7.11
25311,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,24-08-2019 08:30,116.58
25312,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,31-08-2019 08:30,5.08
25313,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,04-09-2019 08:30,61.46
25314,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,08-09-2019 08:30,78.74
25315,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,12-09-2019 08:30,36.57
25316,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,13-09-2019 08:30,54.1
25317,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,14-09-2019 08:30,6.35
25318,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,18-09-2019 08:30,5.58
25319,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,23-09-2019 08:30,5.08
25320,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,24-09-2019 08:30,47.75
25321,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,25-09-2019 08:30,18.54
25322,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-09-2019 08:30,10.16
25323,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,27-09-2019 08:30,8.12
25324,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,29-09-2019 08:30,7.62
25325,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,30-09-2019 08:30,6.09
25326,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,01-10-2019 08:30,10.66
25327,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,08-10-2019 08:30,13.71
25328,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-10-2019 08:30,19.05
25329,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,06-01-2020 08:30,6.35
25330,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,18-01-2020 08:30,5.08
25331,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,26-02-2020 08:30,5.8
25332,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,01-04-2020 08:30,34.79
25333,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,02-04-2020 08:30,18.28
25334,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,05-04-2020 08:30,38.1
25335,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,07-04-2020 08:30,5.08
25336,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,16-04-2020 08:30,46.22
25337,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,17-04-2020 08:30,53.34
25338,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,21-04-2020 08:30,10.16
25339,Saudatari v/d Compound,Assam,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,26.58230278,91.09580278,28-04-2020 08:30,22.35
